ID,DATE_ADDED,DATE_MODIFIED,DESCRIPTION,IMAGE_URL,NAME,PURCHASE_COUNT,RATING,REVIEW_COUNT,UNIT_PRICE
32,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,64.97
33,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,9.64
34,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,47.73
35,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,25.33
36,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,19.7
37,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,17.05
38,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,65.63
39,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,74.75
40,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,3.3
41,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,70.04
42,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,75.19
43,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,94.11
44,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,27.78
45,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,55.59
46,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,29.43
47,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,7.71
48,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,28.43
49,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,25.26
50,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,4.49
51,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,74.63
52,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,16.6
53,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,31.49
54,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,39.22
55,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,98.61
56,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,75.22
57,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,28.39
58,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,19.19
59,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,47.57
60,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,34.05
61,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,0.73
62,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,56.29
63,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,21.63
64,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,98.24
65,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,70.75
66,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,31.89
67,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,7.01
68,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,78.16
69,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,91.63
70,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,76.07
71,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,59.21
72,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,60.7
73,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,97.48
74,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,27.03
75,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,33.85
76,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,47.8
77,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,76.13
78,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,65.53
79,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,57.16
80,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,45.51
81,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,92.75
82,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,26.41
83,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,64.68
84,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,16.73
85,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,83.86
86,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,41.28
87,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,96.16
88,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,40.87
89,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,15.05
90,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,42.08
91,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,4.68
92,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,82.46
93,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,58.67
94,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,50.05
95,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,44.24
96,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,35.81
97,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,50.42
98,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,57.29
99,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,35.27
100,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,30.58
101,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,88.15
102,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,90.36
103,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,68.13
104,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,92.85
105,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,2.46
106,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,90.47
107,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,6.8
108,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,40.88
109,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,61.17
110,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,46.41
111,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,73.97
112,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,90.19
113,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,49.34
114,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,94.45
115,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,71.04
116,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,69.45
117,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,26.87
118,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,25.55
119,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,49.43
120,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,98.32
121,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,30.83
122,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,40.36
123,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,3.94
124,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,89.86
125,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,31.53
126,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,56.36
127,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,67.27
128,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,36.82
129,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,57.35
130,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,65.23
131,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,9.81
132,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,89.39
133,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,13.25
134,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,22.69
135,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,50.13
136,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,95.81
137,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,8.38
138,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,15.72
139,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,73.32
140,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,57.28
141,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,8.71
142,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,0.21
143,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,30.59
144,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,66.02
145,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,6.23
146,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,72.38
147,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,51.61
148,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,48.69
149,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,98.63
150,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,85.46
151,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,90.39
152,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,16.22
153,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,76.53
154,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,77.65
155,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,94.38
156,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,11.85
157,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,94.94
158,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,17.2
159,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,60.21
160,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,41.4
161,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,0.44
162,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,64.01
163,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,27
164,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,43.55
165,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,49.21
166,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,24.96
167,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,26.41
168,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,33.15
169,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,24.06
170,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,2.04
171,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,14.76
172,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,26.22
173,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,79.41
174,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,87.17
175,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,28.4
176,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,66.29
177,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,43.61
178,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,47.06
179,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,25.34
180,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,58.66
181,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,19.73
182,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,23.47
183,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,69.36
184,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,71.89
185,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,63.03
186,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,14.88
187,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,96.58
188,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,8.92
189,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,17.98
190,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,48
191,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,17.86
192,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,7.84
193,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,96.42
194,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,35.78
195,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,3.89
196,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,62.18
197,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,33.05
198,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,77.87
199,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,74.14
200,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,74.66
201,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,99.49
202,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,74.9
203,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,15.65
204,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,79.1
205,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,35.07
206,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,0.08
207,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,28.9
208,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,64.95
209,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,99.77
210,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,72.98
211,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,1.74
212,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,19.88
213,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,24.58
214,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,32.74
215,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,45.97
216,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,12.25
217,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,68.3
218,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,45.86
219,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,54.68
220,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,4.65
221,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,48.68
222,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,0.72
223,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,19.42
224,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,78.99
225,2017-07-26 19:23:56.586,2017-07-26 19:23:56.586,This is the description for this product.,,Product 1501097036586,0,,0,79.7
226,2017-07-26 19:23:56.587,2017-07-26 19:23:56.587,This is the description for this product.,,Product 1501097036587,0,,0,96.95
227,2017-07-26 19:23:56.587,2017-07-26 19:23:56.587,This is the description for this product.,,Product 1501097036587,0,,0,6.85
228,2017-07-26 19:23:56.587,2017-07-26 19:23:56.587,This is the description for this product.,,Product 1501097036587,0,,0,61.12
229,2017-07-26 19:23:56.587,2017-07-26 19:23:56.587,This is the description for this product.,,Product 1501097036587,0,,0,50.94
230,2017-07-26 19:23:56.587,2017-07-26 19:23:56.587,This is the description for this product.,,Product 1501097036587,0,,0,39.43
